,b_major,b_minor,t_building,t_floor,interval,rssi,testid,timestamp,t_x,t_y,beacon_id,b_floor,b_x,b_y
95,1000,531,31,1,5,-68,1-8,2019-06-05 15:28:39,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
96,1000,575,31,1,5,-86,1-8,2019-06-05 15:28:40,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
97,1000,573,31,1,5,-78,1-8,2019-06-05 15:28:40,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
98,1000,594,31,1,5,-83,1-8,2019-06-05 15:28:40,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
99,1000,531,31,1,5,-68,1-8,2019-06-05 15:28:41,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
100,1000,573,31,1,5,-79,1-8,2019-06-05 15:28:41,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
101,1000,531,31,1,5,-69,1-8,2019-06-05 15:28:41,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
102,1000,541,31,1,5,-92,1-8,2019-06-05 15:28:42,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
103,1000,575,31,1,5,-87,1-8,2019-06-05 15:28:42,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
104,1000,573,31,1,5,-79,1-8,2019-06-05 15:28:42,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
105,1000,594,31,1,5,-79,1-8,2019-06-05 15:28:43,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
106,1000,594,31,1,5,-84,1-9,2019-06-05 15:28:48,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
107,1000,573,31,1,5,-78,1-9,2019-06-05 15:28:48,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
108,1000,531,31,1,5,-68,1-9,2019-06-05 15:28:48,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
109,1000,514,31,1,5,-76,1-9,2019-06-05 15:28:49,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
110,1000,514,31,1,5,-77,1-9,2019-06-05 15:28:49,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
111,1000,575,31,1,5,-87,1-9,2019-06-05 15:28:49,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
112,1000,573,31,1,5,-78,1-9,2019-06-05 15:28:50,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
113,1000,531,31,1,5,-68,1-9,2019-06-05 15:28:50,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
114,1000,514,31,1,5,-77,1-9,2019-06-05 15:28:50,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
115,1000,573,31,1,5,-78,1-9,2019-06-05 15:28:51,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
116,1000,531,31,1,5,-68,1-9,2019-06-05 15:28:51,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
117,1000,541,31,1,5,-91,1-9,2019-06-05 15:28:51,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
118,1000,594,31,1,5,-83,1-9,2019-06-05 15:28:52,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
119,1000,531,31,1,5,-69,1-10,2019-06-05 15:28:57,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
120,1000,514,31,1,5,-77,1-10,2019-06-05 15:28:57,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
121,1000,575,31,1,5,-88,1-10,2019-06-05 15:28:57,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
122,1000,541,31,1,5,-93,1-10,2019-06-05 15:28:58,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
123,1000,594,31,1,5,-83,1-10,2019-06-05 15:28:58,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
124,1000,575,31,1,5,-88,1-10,2019-06-05 15:28:58,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
125,1000,573,31,1,5,-78,1-10,2019-06-05 15:28:59,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
126,1000,531,31,1,5,-68,1-10,2019-06-05 15:28:59,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
127,1000,514,31,1,5,-76,1-10,2019-06-05 15:28:59,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
128,1000,573,31,1,5,-78,1-10,2019-06-05 15:29:00,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
129,1000,594,31,1,5,-84,1-10,2019-06-05 15:29:00,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
130,1000,531,31,1,5,-69,1-10,2019-06-05 15:29:00,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
131,1000,514,31,1,5,-77,1-10,2019-06-05 15:29:01,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
132,1000,541,31,1,5,-93,1-10,2019-06-05 15:29:01,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
133,1000,573,31,1,5,-78,1-10,2019-06-05 15:29:01,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
134,1000,594,31,1,5,-85,1-10,2019-06-05 15:29:02,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
135,1000,531,31,1,5,-69,1-10,2019-06-05 15:29:02,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
