,testid,timestamp,interval,t_building,t_floor,t_x,t_y,beacon_id,b_major,b_minor,b_floor,b_x,b_y,shapiro,mean,dev
114,36,0000-01-01 00:00:00,0,31,2.0,9.900766,31.049160999999998,A0:E6:F8:69:F4:0D,1000,575,1.0,29.50762144674296,28.859295811423603,0.005358187947422266,-99.33333333333333,2.180723631172817
115,36,0000-01-01 00:00:00,0,31,2.0,9.900766,31.049160999999998,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.4085039794445038,-101.54545454545455,1.3726971700492272
116,36,0000-01-01 00:00:00,0,31,2.0,9.900766,31.049160999999998,A0:E6:F8:69:F8:F5,1000,555,2.0,12.041060512051926,12.588790468810554,0.05229635536670685,-95.33333333333333,3.1622776601683795
117,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:9E:B5,1000,589,2.0,8.582722807688299,53.89381108505226,0.3188695013523102,-88.77142857142857,4.4598892637483685
118,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.29987668991088867,-98.0,2.6981475126464085
119,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:F9:DD,1000,569,2.0,7.6902480602030305,22.942882404540125,0.009064927697181702,-84.97142857142858,4.6259251694627945
120,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.11090052127838135,-87.17948717948718,5.6969258235981295
121,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.018419237807393074,-86.75,4.554454473979903
122,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:F8:F5,1000,555,2.0,12.041060512051926,12.588790468810554,1.054181939252885e-05,-84.9,5.033885179461287
123,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:A1:C7,1000,539,1.0,10.476580637792203,7.495236031035186,0.2502498924732208,-94.30434782608695,3.81569735615911
124,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:9B:D0,1000,524,1.0,7.263547820361415,33.15666546422749,0.15248723328113556,-99.375,2.6190408549696205
125,37,0000-01-01 00:00:00,0,31,2.0,9.579535,17.638101000000002,A0:E6:F8:69:F4:03,1000,508,2.0,11.26014549643067,43.20572118552391,0.11254122108221054,-99.14285714285714,2.4743582965269675
126,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:F8:F5,1000,555,2.0,12.041060512051926,12.588790468810554,0.005911353975534439,-83.9,5.968528573554234
127,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:A1:C7,1000,539,1.0,10.476580637792203,7.495236031035186,0.10189038515090942,-89.67647058823529,4.9033037376092246
128,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.23234309256076813,-99.24,3.240740656084655
129,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.2904476821422577,-100.6923076923077,3.0605332713965785
130,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.10688911378383636,-95.0,4.673986932604096
